year,women_age,men_age,family_type,area,girls_job,boys_job,marry_condition,women_status,mohor
2017.0,22.0,26.0,higher Middle class,Thakurgaon ,lower service holder,farmer,forced Marriage,single,620000.0
2018.0,18.0,30.0,lower Middle class,Panchagarh ,day labour,farmer,forced Marriage,single,280000.0
2018.0,17.0,27.0,rich class,dinajpur ,businessman,service holder,forced Marriage,single,1128000.0
2018.0,21.0,40.0,higher Middle class,rangpur ,businessman,farmer,Irrelevant Marriage,single,650000.0
2017.0,17.0,28.0,rich class,Thakurgaon ,businessman,businessman,arrange Marriage,single,1128000.0
2018.0,20.0,30.0,rich class,rangpur ,businessman,service holder,forced Marriage,single,1008000.0
2017.0,19.0,25.0,higher Middle class,dinajpur ,lower service holder,farmer,arrange Marriage,single,680000.0
2018.0,23.0,42.0,Proverty level,Thakurgaon ,garments worker,farmer,Irrelevant Marriage,single,96000.0
2018.0,18.0,42.0,rich class,Nilphamari ,businessman,businessman,Irrelevant Marriage,single,972000.0
2018.0,21.0,25.0,rich class,dinajpur ,lower service holder,businessman,forced Marriage,single,1056000.0
2018.0,18.0,42.0,rich class,Panchagarh ,garments worker,businessman,Irrelevant Marriage,single,1032000.0
2018.0,22.0,30.0,higher Middle class,Panchagarh ,garments worker,farmer,arrange Marriage,single,580000.0
2018.0,22.0,26.0,higher Middle class,gaibandha ,businessman,farmer,arrange Marriage,single,690000.0
2017.0,20.0,32.0,lower Middle class,Kurigram ,garments worker,service holder,arrange Marriage,single,312000.0
2017.0,18.0,40.0,rich class,lalmonirhat ,lower service holder,service holder,Irrelevant Marriage,single,1020000.0
2017.0,21.0,25.0,lower Middle class,lalmonirhat ,lower worker,service holder,forced Marriage,single,296000.0
2018.0,22.0,32.0,rich class,Panchagarh ,businessman,service holder,forced Marriage,single,972000.0
2017.0,20.0,35.0,higher class,gaibandha ,lower worker,farmer,Irrelevant Marriage,single,500000.0
2017.0,22.0,27.0,higher class,gaibandha ,businessman,businessman,arrange Marriage,single,690000.0
2017.0,21.0,26.0,rich class,lalmonirhat ,businessman,service holder,forced Marriage,single,1164000.0
2017.0,20.0,38.0,rich class,gaibandha ,businessman,service holder,Irrelevant Marriage,single,1044000.0
2017.0,18.0,30.0,rich class,rangpur ,businessman,service holder,arrange Marriage,single,1044000.0
2018.0,16.0,27.0,rich class,Kurigram ,businessman,service holder,forced Marriage,single,1020000.0
2018.0,20.0,32.0,higher class,Panchagarh ,businessman,farmer,forced Marriage,single,560000.0
2017.0,21.0,30.0,lower class,Thakurgaon ,businessman,low service holder,forced Marriage,single,142500.0
2018.0,24.0,38.0,lower Middle class,Kurigram ,businessman,businessman,Irrelevant Marriage,single,288000.0
2017.0,24.0,36.0,rich class,Thakurgaon ,businessman,businessman,forced Marriage,single,1020000.0
2017.0,24.0,37.0,rich class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,1056000.0
2017.0,25.0,32.0,higher class,Panchagarh ,day labour,farmer,forced Marriage,divorced,690000.0
2018.0,17.0,27.0,rich class,gaibandha ,businessman,businessman,forced Marriage,single,972000.0
2018.0,21.0,38.0,lower Middle class,lalmonirhat ,garments worker,driver,Irrelevant Marriage,single,320000.0
2018.0,18.0,37.0,higher class,dinajpur ,businessman,businessman,Irrelevant Marriage,single,650000.0
2018.0,20.0,29.0,higher class,Thakurgaon ,businessman,service holder,arrange Marriage,single,600000.0
2018.0,23.0,35.0,higher Middle class,Thakurgaon ,garments worker,service holder,forced Marriage,single,510000.0
2017.0,16.0,30.0,higher Middle class,Kurigram ,garments worker,businessman,Irrelevant Marriage,single,520000.0
2017.0,22.0,27.0,lower class,rangpur ,day labour,low service holder,arrange Marriage,single,159600.0
2017.0,20.0,29.0,rich class,Panchagarh ,businessman,businessman,arrange Marriage,single,1008000.0
2018.0,22.0,40.0,lower Middle class,gaibandha ,low service holder,driver,Irrelevant Marriage,single,296000.0
2018.0,23.0,29.0,lower Middle class,Thakurgaon ,lower service holder,driver,arrange Marriage,single,312000.0
2017.0,17.0,27.0,lower Middle class,Thakurgaon ,day labour,farmer,arrange Marriage,single,288000.0
2017.0,20.0,31.0,rich class,Kurigram ,businessman,service holder,arrange Marriage,single,1092000.0
2018.0,22.0,26.0,rich class,gaibandha ,lower worker,service holder,forced Marriage,single,1080000.0
2017.0,24.0,39.0,rich class,Nilphamari ,businessman,businessman,Irrelevant Marriage,single,1092000.0
2017.0,22.0,30.0,Proverty level,Panchagarh ,garments worker,garments worker,arrange Marriage,single,110400.0
2018.0,18.0,30.0,higher class,Kurigram ,businessman,farmer,forced Marriage,single,560000.0
2018.0,21.0,39.0,lower Middle class,gaibandha ,lower service holder,businessman,Irrelevant Marriage,single,336000.0
2018.0,18.0,35.0,higher class,Thakurgaon ,day labour,service holder,Irrelevant Marriage,single,520000.0
2017.0,17.0,30.0,rich class,lalmonirhat ,businessman,businessman,Irrelevant Marriage,single,1056000.0
2018.0,25.0,38.0,rich class,rangpur ,businessman,service holder,Irrelevant Marriage,divorced,984000.0
2017.0,20.0,34.0,higher class,dinajpur ,businessman,businessman,Irrelevant Marriage,single,560000.0
2018.0,20.0,31.0,lower Middle class,lalmonirhat ,day labour,service holder,arrange Marriage,single,304000.0
2017.0,21.0,34.0,higher class,Thakurgaon ,businessman,service holder,Irrelevant Marriage,single,570000.0
2018.0,25.0,40.0,higher class,dinajpur ,lower worker,farmer,Irrelevant Marriage,widow,570000.0
2017.0,21.0,30.0,higher class,Kurigram ,garments worker,farmer,forced Marriage,single,590000.0
2018.0,25.0,32.0,rich class,Panchagarh ,businessman,service holder,forced Marriage,divorced,1020000.0
2018.0,18.0,27.0,rich class,Panchagarh ,businessman,service holder,forced Marriage,single,1188000.0
2018.0,17.0,28.0,rich class,Panchagarh ,businessman,businessman,forced Marriage,single,996000.0
2017.0,25.0,39.0,rich class,dinajpur ,businessman,service holder,Irrelevant Marriage,divorced,1176000.0
2018.0,18.0,27.0,higher Middle class,gaibandha ,garments worker,businessman,forced Marriage,single,530000.0
2018.0,20.0,29.0,higher Middle class,dinajpur ,businessman,service holder,arrange Marriage,single,560000.0
2018.0,24.0,31.0,higher class,Thakurgaon ,businessman,service holder,forced Marriage,single,610000.0
2018.0,16.0,26.0,higher class,lalmonirhat ,businessman,farmer,arrange Marriage,single,650000.0
2018.0,17.0,29.0,higher Middle class,Nilphamari ,lower service holder,businessman,arrange Marriage,single,560000.0
2017.0,24.0,42.0,lower Middle class,rangpur ,lower service holder,driver,Irrelevant Marriage,single,296000.0
2018.0,16.0,26.0,higher Middle class,dinajpur ,lower service holder,businessman,arrange Marriage,single,600000.0
2018.0,16.0,28.0,higher class,Thakurgaon ,businessman,businessman,arrange Marriage,single,610000.0
2017.0,23.0,38.0,rich class,lalmonirhat ,lower service holder,service holder,Irrelevant Marriage,single,1092000.0
2018.0,21.0,28.0,rich class,gaibandha ,businessman,service holder,forced Marriage,single,1104000.0
2017.0,18.0,32.0,higher class,gaibandha ,entrepreneur,entrepreneur,Irrelevant Marriage,single,624000.0
2017.0,19.0,35.0,lower Middle class,dinajpur ,businessman,entrepreneur,Irrelevant Marriage,single,351000.0
2017.0,19.0,33.0,higher Middle class,Nilphamari ,businessman,businessman,Irrelevant Marriage,single,732000.0
2017.0,20.0,34.0,higher class,rangpur ,entrepreneur,businessman,Irrelevant Marriage,single,768000.0
2018.0,18.0,33.0,Proverty level,Kurigram ,entrepreneur,businessman,Irrelevant Marriage,single,120000.0
2018.0,23.0,34.0,higher class,gaibandha ,businessman,service holder,arrange Marriage,single,720000.0
2018.0,19.0,31.0,rich class,dinajpur ,service holder,entrepreneur,arrange Marriage,single,1290000.0
2017.0,23.0,35.0,higher Middle class,gaibandha ,businessman,businessman,forced Marriage,single,660000.0
2018.0,23.0,39.0,higher class,Thakurgaon ,entrepreneur,businessman,Irrelevant Marriage,single,780000.0
2018.0,19.0,35.0,lower Middle class,Panchagarh ,service holder,entrepreneur,Irrelevant Marriage,single,360000.0
2018.0,18.0,29.0,lower Middle class,Panchagarh ,entrepreneur,service holder,forced Marriage,single,387000.0
2017.0,20.0,29.0,higher Middle class,Kurigram ,entrepreneur,businessman,forced Marriage,single,624000.0
2018.0,17.0,34.0,higher Middle class,gaibandha ,service holder,service holder,Irrelevant Marriage,single,600000.0
2018.0,25.0,40.0,rich class,Kurigram ,businessman,entrepreneur,Irrelevant Marriage,widow,1395000.0
2017.0,22.0,31.0,rich class,lalmonirhat ,businessman,businessman,forced Marriage,single,1425000.0
2018.0,21.0,25.0,higher Middle class,Panchagarh ,businessman,entrepreneur,arrange Marriage,single,600000.0
2017.0,21.0,33.0,rich class,Thakurgaon ,businessman,businessman,arrange Marriage,single,1335000.0
2018.0,23.0,32.0,Proverty level,gaibandha ,service holder,businessman,arrange Marriage,single,115000.0
2018.0,20.0,41.0,lower class,Nilphamari ,entrepreneur,entrepreneur,Irrelevant Marriage,single,168000.0
2018.0,17.0,35.0,higher class,gaibandha ,service holder,businessman,Irrelevant Marriage,single,708000.0
2017.0,21.0,26.0,higher Middle class,Panchagarh ,businessman,service holder,arrange Marriage,single,624000.0
2018.0,18.0,25.0,lower Middle class,lalmonirhat ,service holder,businessman,arrange Marriage,single,369000.0
2017.0,24.0,33.0,Proverty level,Panchagarh ,service holder,entrepreneur,arrange Marriage,single,100000.0
2017.0,22.0,42.0,rich class,Thakurgaon ,businessman,service holder,Irrelevant Marriage,single,1380000.0
2018.0,19.0,34.0,higher Middle class,lalmonirhat ,entrepreneur,service holder,Irrelevant Marriage,single,780000.0
2018.0,21.0,31.0,higher class,Kurigram ,businessman,entrepreneur,forced Marriage,single,732000.0
2018.0,17.0,33.0,rich class,lalmonirhat ,entrepreneur,service holder,Irrelevant Marriage,single,1320000.0
2017.0,18.0,35.0,lower Middle class,Thakurgaon ,businessman,businessman,Irrelevant Marriage,single,333000.0
2017.0,22.0,31.0,rich class,lalmonirhat ,businessman,service holder,forced Marriage,single,1245000.0
2018.0,18.0,33.0,lower class,Panchagarh ,service holder,service holder,Irrelevant Marriage,single,174000.0
2018.0,24.0,42.0,lower class,Nilphamari ,entrepreneur,entrepreneur,Irrelevant Marriage,single,150000.0
2018.0,23.0,28.0,lower Middle class,lalmonirhat ,service holder,businessman,arrange Marriage,single,387000.0
2018.0,25.0,30.0,lower class,Kurigram ,service holder,service holder,forced Marriage,divorced,168000.0
2018.0,20.0,27.0,Proverty level,lalmonirhat ,service holder,businessman,forced Marriage,single,120000.0
2018.0,19.0,35.0,lower Middle class,Thakurgaon ,service holder,service holder,Irrelevant Marriage,single,396000.0
2018.0,21.0,33.0,rich class,rangpur ,entrepreneur,entrepreneur,arrange Marriage,single,1245000.0
2017.0,22.0,33.0,higher Middle class,dinajpur ,service holder,businessman,arrange Marriage,single,708000.0
2018.0,23.0,33.0,higher class,Thakurgaon ,entrepreneur,service holder,arrange Marriage,single,612000.0
2017.0,20.0,32.0,lower class,dinajpur ,service holder,service holder,forced Marriage,single,162000.0
2017.0,22.0,32.0,rich class,Thakurgaon ,service holder,entrepreneur,forced Marriage,single,1425000.0
2017.0,17.0,32.0,Proverty level,Panchagarh ,businessman,service holder,Irrelevant Marriage,single,100000.0
2018.0,18.0,29.0,lower Middle class,dinajpur ,entrepreneur,entrepreneur,forced Marriage,single,333000.0
2017.0,19.0,32.0,rich class,Nilphamari ,businessman,businessman,Irrelevant Marriage,single,1440000.0
2018.0,22.0,34.0,Proverty level,Nilphamari ,entrepreneur,businessman,forced Marriage,single,110000.0
2018.0,24.0,32.0,lower class,dinajpur ,businessman,businessman,arrange Marriage,single,174000.0
2017.0,22.0,42.0,lower class,rangpur ,entrepreneur,service holder,Irrelevant Marriage,single,156000.0
2017.0,20.0,32.0,lower class,dinajpur ,entrepreneur,service holder,forced Marriage,single,150000.0
2017.0,24.0,40.0,higher class,Nilphamari ,businessman,service holder,Irrelevant Marriage,single,684000.0
2018.0,23.0,30.0,rich class,gaibandha ,service holder,service holder,arrange Marriage,single,1245000.0
2017.0,22.0,34.0,lower class,Panchagarh ,service holder,service holder,forced Marriage,single,156000.0
2018.0,19.0,30.0,higher class,gaibandha ,entrepreneur,entrepreneur,forced Marriage,single,768000.0
2017.0,21.0,29.0,higher Middle class,Thakurgaon ,entrepreneur,businessman,arrange Marriage,single,816000.0
2017.0,18.0,32.0,Proverty level,Panchagarh ,businessman,service holder,Irrelevant Marriage,single,100000.0
2018.0,20.0,36.0,Proverty level,lalmonirhat ,entrepreneur,service holder,Irrelevant Marriage,single,120000.0
2018.0,23.0,40.0,lower class,gaibandha ,businessman,entrepreneur,Irrelevant Marriage,single,180000.0
2018.0,22.0,29.0,Proverty level,Kurigram ,businessman,entrepreneur,forced Marriage,single,120000.0
2018.0,25.0,40.0,lower class,Nilphamari ,entrepreneur,service holder,Irrelevant Marriage,widow,162000.0
2018.0,17.0,29.0,higher Middle class,Nilphamari ,service holder,entrepreneur,arrange Marriage,single,612000.0
2018.0,21.0,36.0,lower class,Thakurgaon ,service holder,service holder,Irrelevant Marriage,single,150000.0
2017.0,23.0,35.0,higher class,dinajpur ,businessman,businessman,forced Marriage,single,660000.0
2017.0,18.0,35.0,higher Middle class,lalmonirhat ,entrepreneur,entrepreneur,Irrelevant Marriage,single,732000.0
2018.0,17.0,26.0,rich class,dinajpur ,businessman,entrepreneur,forced Marriage,single,1410000.0
2018.0,25.0,34.0,lower Middle class,Kurigram ,service holder,service holder,forced Marriage,divorced,378000.0
2018.0,22.0,30.0,Proverty level,gaibandha ,service holder,service holder,forced Marriage,single,105000.0
2018.0,25.0,38.0,Proverty level,lalmonirhat ,service holder,entrepreneur,Irrelevant Marriage,divorced,100000.0
2017.0,22.0,26.0,higher Middle class,gaibandha ,entrepreneur,service holder,forced Marriage,single,756000.0
2018.0,23.0,42.0,higher class,Nilphamari ,service holder,service holder,Irrelevant Marriage,single,780000.0
2017.0,19.0,35.0,lower Middle class,Kurigram ,entrepreneur,entrepreneur,Irrelevant Marriage,single,333000.0
2018.0,22.0,31.0,Proverty level,dinajpur ,entrepreneur,businessman,forced Marriage,single,115000.0
2018.0,21.0,41.0,rich class,Thakurgaon ,entrepreneur,service holder,Irrelevant Marriage,single,1335000.0
2018.0,23.0,35.0,lower class,dinajpur ,businessman,entrepreneur,arrange Marriage,single,174000.0
2017.0,22.0,29.0,lower Middle class,rangpur ,entrepreneur,service holder,forced Marriage,single,387000.0
2018.0,25.0,32.0,higher Middle class,gaibandha ,entrepreneur,entrepreneur,arrange Marriage,divorced,768000.0
2018.0,21.0,37.0,higher Middle class,Nilphamari ,entrepreneur,service holder,Irrelevant Marriage,single,708000.0
2017.0,21.0,41.0,lower class,dinajpur ,businessman,entrepreneur,Irrelevant Marriage,single,168000.0
2018.0,25.0,41.0,Proverty level,rangpur ,entrepreneur,entrepreneur,Irrelevant Marriage,widow,100000.0
2017.0,19.0,30.0,higher class,dinajpur ,entrepreneur,businessman,arrange Marriage,single,768000.0
2017.0,19.0,34.0,higher class,gaibandha ,service holder,entrepreneur,Irrelevant Marriage,single,600000.0
2018.0,18.0,31.0,lower class,lalmonirhat ,businessman,service holder,Irrelevant Marriage,single,156000.0
2018.0,21.0,42.0,lower Middle class,dinajpur ,businessman,businessman,Irrelevant Marriage,single,333000.0
2018.0,22.0,31.0,higher Middle class,Thakurgaon ,service holder,entrepreneur,arrange Marriage,single,708000.0
2018.0,19.0,35.0,rich class,Nilphamari ,entrepreneur,service holder,Irrelevant Marriage,single,1275000.0
2017.0,22.0,25.0,higher class,lalmonirhat ,entrepreneur,businessman,love Marriage,single,768000.0
2017.0,25.0,39.0,higher Middle class,dinajpur ,service holder,entrepreneur,Irrelevant Marriage,divorced,612000.0
2018.0,25.0,42.0,rich class,gaibandha ,businessman,entrepreneur,Irrelevant Marriage,widow,1440000.0
2017.0,22.0,32.0,lower class,Kurigram ,businessman,service holder,arrange Marriage,single,174000.0
2018.0,23.0,32.0,lower Middle class,lalmonirhat ,entrepreneur,businessman,arrange Marriage,single,333000.0
2018.0,22.0,29.0,higher Middle class,Kurigram ,service holder,service holder,arrange Marriage,single,624000.0
2018.0,25.0,40.0,higher class,Nilphamari ,businessman,service holder,Irrelevant Marriage,widow,768000.0
2017.0,23.0,39.0,higher class,lalmonirhat ,service holder,entrepreneur,Irrelevant Marriage,single,660000.0
2017.0,18.0,32.0,lower Middle class,dinajpur ,businessman,entrepreneur,Irrelevant Marriage,single,387000.0
2018.0,21.0,35.0,Proverty level,lalmonirhat ,businessman,entrepreneur,Irrelevant Marriage,single,120000.0
2018.0,17.0,27.0,lower class,lalmonirhat ,entrepreneur,entrepreneur,arrange Marriage,single,150000.0
2017.0,20.0,34.0,lower class,lalmonirhat ,entrepreneur,entrepreneur,Irrelevant Marriage,single,168000.0
2018.0,22.0,26.0,Proverty level,dinajpur ,entrepreneur,service holder,forced Marriage,single,100000.0
2017.0,19.0,34.0,higher class,Thakurgaon ,businessman,businessman,Irrelevant Marriage,single,648000.0
